site,review,month,day,year,rate,sentiment,
agoda,Overall  the stay has been really wonderful. The place was great and its location is perfect. Their staff has been very helpful as well. Opportunities for improvement include the location of their garden rooms. The garden is quite not really a garden. Their restroom could also be improved a bit. Lastly  their fitness gym needs a significant improvement.,Aug,29,2015,93,pos,
agoda,Very nice place to unwind during holidays....,Aug,26,2015,43,pos,
agoda,Good! very relaxing... good for breakaway and unwind...,Aug,24,2015,93,pos,
agoda,It was good. Second time there.,Aug,24,2015,83,pos,
agoda,Great stay!,Aug,23,2015,90,pos,
agoda,We checked in at 4am by Sheena. She was wearing her gorgeous and welcoming smile that early. I explained to her that it was a last minute booking and I wasn't able to book the previous night. She gladly offered an early check in with a fee and discounted breakfast as well. That was a very nice gesture as she noticed that we were all tired from the long drive and wanted to rest. No bellman assisted us to our room which is actually located at the other end of the hotel overlooking the volcano. The room was clean and spacious. The high ceiling and the balcony made the call. However  the name written on the welcome card was wrong  maybe due to the early check in. Would actually expect some 5-star toilet amenities but it was a disappointment to see their own brand that doesn't lather much and not fragrant at all. Mouthwash would have been a good addition too. Buffet breakfast was excellent I must say. Good varieties of Filipino dishes too. Staff at Cafe Veranda were all smiling and always willing to assist. Someone even helped me bring my plate on the table. Highly recommended.,Aug,23,2015,90,pos,
agoda,Very Good,Aug,21,2015,80,pos,
agoda,WE had another good stay and Taal Vista Hotel. We find the restaurant  like a lot of other hotels  expensive with average food. Lots of great restaurants outside in town along the main road. The room this time looked like it needed refurbishing. An ok hotel to stay at.,Aug,19,2015,73,pos,
agoda,Very relax  easy stay,Aug,19,2015,80,pos,
agoda,The hotel has excellent can do staff and management  the lounges and restaurant areas are beautifully decorated and there is a peaceful ambiance throughout. It is a true escape from the usual hustle bustle of any township or city and traffic in the Philippines affording real isolation and relaxation. Yet the hotel is only a few short km to Olivarez and 30 minutes from the departure points for a trip on the lake and to Taal Volcano. Rooms were very comfortable. Its a great hotel and environment but be warned  the room rate is expensive: AU $350 - $450 per night  more if you want a balcony view. There was a Agoda promo running for $170 / night and we stayed there 4 nights. It was on this stay we became engaged. A worthy hotel of five stars.,Aug,16,2015,97,pos,
agoda,ok. not bad,Aug,14,2015,93,pos,
agoda,Our stay was wonderful.,Aug,12,2015,63,pos,
agoda,We only stayed two nites and by nature am hard to please so me giving this hotel a 5 star says a lot about their hotel .lot of hotels claim to be a 4or5 star but don't live up to it this one does,Aug,02,2015,83,pos,
agoda,Good ! Not great !,Jul,30,2015,73,neg,
agoda,Great service between the hotel staff and the restaurant. The rooms were so-so. Stayed in the new wing. We saw bugs on more than one occasion. Also  the shower head needs to be replaced in room 460. It's clogged so only half of it is working.,Jul,29,2015,77,neg,
agoda,It was a great stay  the staff were very nice,Jul,29,2015,83,pos,
agoda,The hotel is clean with friendly and accommodating Staff. The food is okay as well as the weather.,Jul,23,2015,80,pos,
agoda,Pleasant weekend spent at the hotel  nice grounds and view. Hotel condition is a little worn and not always very clean. The staff was vary helpful and professional.,Jul,20,2015,77,pos,
agoda,Good Food and Value for Money!,Jul,20,2015,80,pos,
agoda,We had a fantastic stay here. We need not go somewhere else. Place was awesome and clean. Staffs are very polite and helpful. 1. Cygnal cable was always out of signal. 2. At the reception  when i asked if we can have the room with a nice view. They didnt inform me beforehand how much it would cost. They just went ahead and prepared the upgrade and i didnt have the chance to backout. But  all in all. T'was a relaxing stay. TYVM .,Jul,18,2015,87,pos,
agoda,Since I was a kid I go to this place I like going to this place however when I went this time everything was alright but when I was about to sleep I found a bag of rock salt under the sheets. I complained and everything alright after that,Jul,16,2015,70,pos,
agoda,Awesome,Jul,16,2015,87,pos,
agoda,excellent weekend stay. will definitely go back.,Jul,14,2015,93,pos,
agoda,without a word  was given a handicap room. you can tell from the bathroom configuration...shower curtain instead of real shower screen/door  hand rails everywhere including a vertical pole 2 feet in front of toilet bowl! the layout did not allow a vanity top so we had to stack our toiletries precariously on the water closet. We know we had a handicap room because we peeped into our neighbours' rooms and they looked normal. Breakfast was a dissapointment too. I've enjoyed much better quality and selection in 3 star hotels. We decided to skip breakfast after 1 morning. This hotel probably sells for its view only. But if you dont get a room with a view  try somewhere else.,Jul,13,2015,33,neg,
agoda,As what I say.... Great hotel. Very good place and location. Beautiful view. Nice and attentive staff. Delicious food. Very comfortable to stay. Nothing I can say... It's a great hotel.. Fantastic! Come back again,Jul,03,2015,77,pos,
agoda,N/A,Jul,02,2015,90,,
agoda,Comfortable but again they need to improve the food quality (breakfast)  attentiveness of their staff (front desk/restaurant)  quality of their elevators and other infrastructures.,Jun,30,2015,100,neg,
agoda,Stayed overnight at two deluxe rooms with my husband and kids to celebrate our anniversary and father's day. Check in was swift and efficient. Staff very helpful. Rooms were clean and well-stocked. Housekeeping ready to resupply the room with additional towels and toiletries. Had breakfast at Cafe Veranda. Selection was great and even if the hotel was full  we didn't have to wait for a table for a long time. Lots of activities at the hotel like bubbles at the view deck  swimming. The lifeguard at the pool area was especially helpful to guests. The hotel location can't be beat. Close to the numerous restaurants in Tagaytay City should you prefer to dine outside the hotel. And it's right beside Sky Ranch so best hotel to stay at for those with children. Will definitely be back!,Jun,28,2015,43,pos,
agoda,asdasdasdasd,Jun,24,2015,60,,
agoda,You will look forward of staying again in your future travels in Tagaytay.,Jun,22,2015,97,pos,
agoda,i was over charge for my massage   it was suppose to be 1650 peso upon checking out it was 13 850 peso. I tried to get it rectified but to no avail.,Jun,22,2015,77,neg,
agoda,Good,Jun,19,2015,87,pos,
agoda,Relaxing ,Jun,18,2015,100,pos,
agoda,Stayed with my wife and daughter for a long weekend. Nice hotel  clean rooms  great staff  good location. Food can be better.,Jun,17,2015,87,pos,
agoda,Very good experience that's why I return back to the same hotel,Jun,15,2015,80,pos,
agoda,Their swimming is too small for that big of a hotel. Furthermore  the taste of their brewed coffee is too bland  not a five star material. But by the end of the day  it is still one of the best in tagaytay.,Jun,15,2015,90,pos,
agoda,Please put seat bidet or hand bidet in the watercloset for hygienic purposes.,Jun,15,2015,87,neg,
agoda,Was alright! Relaxed and rejuvenating. First and foremost staying on the ridge overlooking the taal was brilliant... just a few things I think the hotel can do better is to have a better spread for breakfast for vegetarians  pay attention to droplets leaking from the aircon inside the room and few staff during breakfast who didnt do a good job in taking our requests to completion. Else rest was pleasant as an experience,Jun,15,2015,83,pos,
agoda,very good  very relaxing,Jun,08,2015,70,pos,
