site,review,date,sentiment
booking,The view is amazing plus the staff were very friendly - all of them!,2016-11-13,pos
booking,Room rates are high,2016-11-14,neg
booking,Buffet breakfast & location,2016-11-14,pos
booking,The rooms in the Mountain wing are old and not worth the money. Also  it isn't connected to the hotel.,2016-11-16,neg
booking,I liked the breakfast and the view. I liked our room in the lake view better than the one in Mountain view.,2016-11-16,pos
booking,The bathtub has small cockroaches in them  this is located at the mountain view room and the toilet has a smell.Towels and sheets are not white and old grayish in color. The receptionist did not get back at us for our request of getting a drivers room .,2016-11-16,neg
booking,The room is quiet  near the swimming pool  accessible to the main area. The service and food is very good  Errol did a wonderful job to serve us well. Concierge service is great.,2016-11-16,pos
booking,Softer pillows please.,2016-11-17,neg
booking,Nice location and view,2016-11-17,pos
booking,Nothing,2016-11-19,neg
booking,Location  view  fresh air  spa,2016-11-19,pos
booking,No bidet in our room.,2016-11-21,neg
booking,The room is perfect for family (2 bedroom)  the staffs are all nice and the food is great. I love the hotel itself  its so relaxing.,2016-11-21,pos
booking,Nothing,2016-11-21,neg
booking,The place was very nice very good service and the staffs were so helpful and kind,2016-11-21,pos
booking,No elevator in Mountain side :(,2016-11-23,neg
booking,Unfortunately our room.was located in a pocket garden...no view. We requested to.be transfer  however  all rooms overlooking  taal lake was occupied.,2016-11-25,neg
booking,Location is good.,2016-11-25,pos
booking,The room  it looks old and some parts already needs repair like the screen at the balcony. They also need to check the foods at the bar  some beverages already has rusts.,2016-11-26,neg
booking,There's an extra bed..spacious.. There's a kiddie area.. Staff were soooo accommodating and helpful.,2016-11-26,pos
booking,Given the price of the hotel  it is in need of immediate repairs for some of the room facilities like handles  door knobs etc. They're not very top of the line anymore .,2016-11-27,neg
booking,The bathroom  the venue and the buffet breakfast,2016-11-27,pos
booking,The breakfast made my partner sick every morning  I believe they probably do not cater for tourists. Most of the staff were pretty hopeless. The restaurant served my partner raw chicken at lunch!  Housekeeping were very nice but didn't clean rooms well during our stay. The pool closes too early. The games room is old and not looked after  the dart board had 1 dart. I personally wouldn't call this place 5 star.,2016-11-28,neg
booking,The view from the premier room of Taal Lake.  Breakfast buffet is never a disappointment. Courteous staff. Housekeeping service is very efficient helpful polite  and always happy to serve,2016-11-28,pos
booking,Hotel needs major uplift  escalator out of order  they gave us a room in d old wing. Hot water for shower not hot enough. Lack of drinking glasses in d bedroom. Moldy smelling room.,2016-11-28,neg
booking,Friendly staff  great view  breakfast buffet  cleanliness  courteous and reliable staff. VALUE FOR MONEY! AWESOME,2016-11-28,pos
booking,Staff were too slow. had to make several follow up with one thing after the other.,2016-11-29,neg
booking,The staff at the bakeshop was very accomodating,2016-11-29,pos
booking,Far location of amenities from the room,2016-11-29,neg
booking,The view is incredible from the lake wing. The breakfast had amazing variety. The room was big and very comfortable.,2016-11-29,pos
booking,The room where we stayed was a bit far from where they serve breakfast,2016-11-29,neg
booking,The buffet breakfast was okay.,2016-11-29,pos
booking,The hallways and corridors leading to the rooms are long and winding  no lighting (at night)  and we needed to go up and down numerous stairs because there are only few elevators which do not serve all floors. Plus the old room interiors do not match the high price.,2016-11-30,neg
booking,Everything!,2016-11-30,pos
booking,Price using your site was not including tax. The lake wing isn't really the lake view.,2016-11-30,neg
booking,good room and bed.,2016-11-30,pos
booking,The persons talking on the hallway can be heard in the ridgerooms especially when they are noisy. The running of the kids on the hallway can be heard inside the room.,2016-12-04,neg
booking,Easy to find location and nice view of Taal,2016-12-04,pos
booking,The description in booking.com said the room had a view of the mountain but when we saw the room  the view was facing a wall. Slippers were paper thin.There was no transportation going to the room. Entrance and exit guards didn't seem to know the difference between checked-in hotel guests and walk-in visitors: they looked confused.,2016-12-04,neg
booking,The staff at the desk were very efficient specially Cherry. They made sure that we got an early check in due to the fact that we were seniors. Check out was a breeze.,2016-12-04,pos
booking,Room quality: Even the lake wing  the rooms are quite dark & shabby  which might have not been renovated over 10 years. The price is too high for such quality.  Breakfast: lot of choice  but too many guests  and hardly any service. No coffee or tea after being seated for 30 minutes. Flies. There are 8 of us  but the staff refused to provide a large table and not allowing to combine 2 tables  until we escalated to the manager. Coffee is like water...,2016-12-04,neg
booking,i love the free breakfast and the accommodation.,2016-12-04,pos
booking,Swimming pool is not heated.,2016-12-05,neg
booking,The breakfast wasn't that good ... the coffee was terrible,2016-12-05,neg
booking,The bed is comfiortable and the place has excellent location.,2016-12-05,pos
booking,2 cockroaches inside the room,2016-12-09,neg
booking,Delicious breakfast.,2016-12-09,pos
booking,The long walk from the front desk to our room located at the lake wing,2016-12-10,neg
booking,location friendly staff,2016-12-10,pos
booking,bed is quite not comfortable,2016-12-10,neg
booking,Comfortable and cozy room,2016-12-10,pos
booking,The dinner buffet choices,2016-12-11,neg
booking,Personalized welcome note from the manager with a basket of fruits and a slice of cake was a sweet gesture.,2016-12-11,pos
booking,The room they initially gave me was not worth what I paid. It was facing an inner courtyard where the view was other rooms. This is a mountain/lakeside property and they charge almost $200 for a room which faces other rooms.  The staff moved me to another room which had a better view but was dirty  the bathroom didn't have a door  the pillows were flat. The room was a disappointment. If only the event I was attending weren't in this property  I would have booked elsewhere.,2016-12-11,neg
booking,The staff were very professional  courteous and accommodating,2016-12-11,pos
booking,As a regular Booking.com customer  you call me a genius and entitled to certain perks like a late check out. The property did not cooperate.  They insisted on their own policy!,2016-12-12,neg
booking,As usual  we liked the venue itself and the comfortable rooms. Service is generally Ok except for one lady at the reception who was not accommodating at all.  I requested for a late checkout because we had a baby with us and she was taking her nap.,2016-12-12,pos
