Review,Rating Date,Rating,Sentiment,Site  
Overview room,11-Jun-16,,pos,booking
Some facilities are under renovation,10-Jun-16,,neg,booking
The view. The room. The hospitality.,10-Jun-16,,pos,booking
We can hear everything that is happening in the other room.it makes us really uncomfortable,8-Jun-16,,neg,booking
Swimming pool nd rooms,8-Jun-16,,pos,booking
The mountain view assigned to us was overlooking what seems to be a home/residence. Not sure if that is a place for the staff. Didn't want to seem intrusive as we can see them from up our room. Also  they should check the remote controls for the a/c and TV is properly functioning. We had to call for help but it's something that could have been avoided easily.,6-Jun-16,81,neg,booking
The view and location,6-Jun-16,81,pos,booking
I thought that the quality of the food was poor. Meals were oily.,31-May-16,79,neg,booking
Very helful and courteous,31-May-16,79,pos,booking
The washroom - it's not clean. The bath tub and the floor is dirty.,31-May-16,75,neg,booking
The buffet breakfast was amazing,31-May-16,75,pos,booking
Staff was professional  warm and friendly. Their approach seemed 'real' and customized. Even with some setbacks with breakfast buffet  they made us feel priority. Food was great. Lounge was nice. Room was clean and spacious with a comfortable bed.. Also  thank you for being very thoughtful in giving us two surprise birthday cakes. That was sweet gesture =),31-May-16,96,pos,booking
Good food (breakfast) and the bed is very comfortable,24-May-16,83,pos,booking
No night swimming,12-May-16,,neg,booking
Swimming  breakfast buffet  the view of taal lake from the terrace,12-May-16,,pos,booking
The aircon in our room was not working.  It was night time when it finally got fixed.,10-May-16,,neg,booking
The view... the peace... the ambiance.,10-May-16,,pos,booking
n/a,10-May-16,,neg,booking
breakfast,10-May-16,,pos,booking
Small hallway going to rooms Smaller room for the price we paid compared to other hotels,6-May-16,,neg,booking
The breakfast buffet  pool  view,6-May-16,,pos,booking
Really expensive and food was not upto the mark.,3-May-16,81,neg,booking
Great location,3-May-16,81,pos,booking
Better and more prompt customer service  we were checked 2 hours late when in fact we arrived more than 30mins ahead of our ETA,3-May-16,83,neg,booking
The room and the breakfast buffet,3-May-16,83,pos,booking
The lunch served on day 1 of convention.,28 April 2016,92,neg,booking
The view  comfort and security of place. Will definitely be back for leisure.,28 April 2016,92,pos,booking
I cannot think of anything as of the moment.,28 April 2016,75,neg,booking
The place is over looking the Taal Volcano as well as the Taal lake. The sumptuous breakfast made our day since we enjoyed the food being served.,28 April 2016,75,pos,booking
I didn't expect that 1 of our room is in the basement  and the towels are old  I think that's the bad part..but overall it was great  I want to stay again at Taal vista hotel nxt time when I go to Tagaytay.,28 April 2016,83,neg,booking
Food is good  both in taste & quality.,28 April 2016,83,pos,booking
Breakfast was great  there's a lot of chooses but I forgot to try the dessert. The beds are comfy  one thing I noticed in our room in the basement our towels are old. The other 2 rooms we have was excellent  the big kids enjoyed their rooms.,28 April 2016,75,pos,booking
One of our room is in the basement  I didn't expect that...I think that's it.,27 April 2016,75,neg,booking
I like the staff very accommodating  nice view of taal lake & the breakfast was great,27 April 2016,,pos,booking
Brkfast Buffet did not have corned beef/daing bangus,25 April 2016,,neg,booking
Very accomodating staff; Taza food was perfect!,25 April 2016,,pos,booking
There was one staff (during breakfast) who was rude I forgot her name  it's been almost a month since our stay ...  I wish I rated this right away though ...  anyways ... We just considered it as a glitch  to otherwise a perfect spring break!,24 April 2016,,neg,booking
Our room was spacious and clean! Would definitely go back! ,24 April 2016,,pos,booking
Nothing,19 April 2016,,neg,booking
The views and the buffet!,19 April 2016,,pos,booking
You have to ask something like a teaspoon  it should be already there by the time you eat coz part of the eating table.,19 April 2016,81,neg,booking
The bed is comportable and the food is v.good,19 April 2016,81,pos,booking
The bathroom was too modern. There is no door separating the T&B from the room. It was clean though!,17 April 2016,88,neg,booking
Unbeliveable view,17 April 2016,88,pos,booking
-bathtub  it looked very old and unclean. I didnt want to go in at first.,17 April 2016,92,neg,booking
Food choices were great and the cultural show was a bonus,17 April 2016,92,pos,booking
The view so relaxing.,16 April 2016,88,pos,booking
The bed was comfy  the aircon cold. It was a good stay!,15 April 2016,88,pos,booking
-Breakfast buffet spread -so much space in the room and bathroom,14 April 2016,88,pos,booking
The A/C in room 470 was not working well.  The hallway outside the room was also very warm.,14 April 2016,88,neg,booking
Location was fantastic  food was great and the service out of this world.,14 April 2016,88,pos,booking
We were given rooms they called ground floor but it's like basement,10 April 2016,88,neg,booking
I was satisfied with my mom & dad''s room 265  overlooking taal lake... The view has surprised my dad on his special day,10 April 2016,,pos,booking
Attraction with the place. It needs more attraction to enjoyed,6 April 2016,,neg,booking
Both beds were huge and comfy,6 April 2016,,pos,booking
Rooms are very far,5 April 2016,,neg,booking
Location  Bathroom smelled,5 April 2016,,pos,booking
The Avis cars and drivers they hire out are extremely expensive and the particular driver we had left us feeling unsafe.,2 April 2016,81,neg,booking
We liked the food  all staff were friendly and the room is clean.,2 April 2016,81,pos,booking
Bathroom had no door and toliet had no bidet,1 April 2016,88,neg,booking
Room is clean and we beautiful view of Taal,1 April 2016,88,pos,booking
It is much better if you would install a bidet in the comfort  room because it was very inconvenient and also the elevator it should be a little bigger and it needs repair because it doesn't look good,23-Mar-16,83,neg,booking
View coffee shop,23-Mar-16,83,pos,booking
Beautiful views  great value,22-Mar-16,75,pos,booking
The room is so comfortable with a nice lake view,21-Mar-16,75,pos,booking
they gave us a room too far from the entrance  with 2 flights of stairs and no elevator  the view from the room is an ugly overgrown lawn  towels are old and thin,15-Mar-16,79,neg,booking
the lobby  the picturesque view from the hotel grounds overlooking Taal lake  great breakfast selection  big sized rooms and bathroom,15-Mar-16,79,pos,booking
They failed to cancel the security deposit posted on my card. Worse  even doubled the amount held. I tried to have it corrected but my first request only resulted to the cancellation of the 1st oversight. I had to call again a couple of days to remind them that they had not completely corrected the mistake.,12-Mar-16,75,neg,booking
Taal Vista is a good place to relax though.,12-Mar-16,,pos,booking
Very very very bad wifi  Rooms need maintenance  Bathroom is not clean at all and needs maintenance as well,7-Mar-16,75,neg,booking
Amazing breathtaking views over the Taal lake and volcano  Friendly staff Great breakfast buffet Good location mot far from the lake as well as the shopping malls,7-Mar-16,,pos,booking
The food was not good. I think it is overpriced. I asked for extra bed  charged me 1800 including brkfast but I woke up at 3am bec I was cold. The blanket with the extra bed too thin so I asked for an extra blanket. Noisy people on the upper floor & room beside us.,28-Feb-16,,neg,booking
Staff was super friendly & helpful. Location is perfect.,28-Feb-16,,pos,booking
No carpets in rooms. Minimum buy amount to sit in coffee lounge.,28-Feb-16,81,neg,booking
The view and excellent service,28-Feb-16,81,pos,booking
Bed was hard for my liking. During breakfast  there was a wide variety of food on the buffet but was disappointed bec food that's supposed to be hot was cold. No brown sugar or splenda alternative for coffee.,28-Feb-16,75,neg,booking
the place is very nice for family relaxation,28-Feb-16,75,pos,booking
Long walk from the lobby to the room and far exit door The direction board is bit confusing  i cant find the swimming pool Little preferance for breakfast buffet,25-Feb-16,67,neg,booking
Always good food. Their bistek tagalog was my favorite.,25-Feb-16,67,pos,booking
Alexes staff member from cafe Veranda helped a lot with our small baby. Coming back to the hotel for the 4th time like it a lot. Truffles from housekeeping is a good idea.,23-Feb-16,67,pos,booking
it's our first time to travel as newly weds and looking forward in staying and celebrating Feb14 at Taal Vista Hotel however  -after checking in no one assisted us to our room  we have to look for it by ourselves. -hated the view of our room  they said (front desk) that the view will be the garden but apparently it's not. -made a reservation at cafe veranda only to find out that our names are not on the list.,18-Feb-16,79,neg,booking
Great staff and great view.,18-Feb-16,79,pos,booking
Hidden fees were a big surprise.,17-Feb-16,75,neg,booking
